PFAM	Description	Type	Subset_Count	total_PFAMs_subset	total_genes_subset	Rest_Count	total_PFAMs_rest	total_genes_rest	Odds_ratio	P_Value	P_Value_Adj
PF01602	Adaptin N terminal region	Other	0	172	181	8	10809	10903	0.0000	1.0	1.0
PF05493	ATP synthase subunit H	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11788	39S mitochondrial ribosomal protein L46	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF15446	PHD/FYVE-zinc-finger like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01066	CDP-alcohol phosphatidyltransferase	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF25823	Ams2/SPT21 N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07019	EMC6	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06421	GTP-binding protein LepA C-terminus	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04179	Rit1 DUSP-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00063	Myosin head (motor domain)	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF13236	Clustered mitochondria	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF19287	Family of unknown function (DUF5910)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09423	PhoD-like phosphatase	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF03114	BAR domain	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF01522	Polysaccharide deacetylase	Other	0	172	181	8	10809	10903	0.0000	1.0	1.0
PF02780	Transketolase, C-terminal domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF02847	MA3 domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF05191	Adenylate kinase, active site lid	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03129	Anticodon binding domain	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF17777	Insertion domain in 60S ribosomal protein L10P	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03099	Biotin/lipoate A/B protein ligase family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06046	Exocyst complex component Sec6	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08740	BCS1 N terminal	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF07744	SPOC domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24866	Domain of unknown function (DUF7732)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04042	DNA polymerase alpha/epsilon subunit B	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF08620	RPAP1-like, C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02364	1,3-beta-glucan synthase component	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06413	Neugrin	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12658	Telomere capping, CST complex subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01267	F-actin capping protein alpha subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12455	Dynein associated protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF18922	Protein of unknown function (DUF5672)	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF05405	Mitochondrial ATP synthase B chain precursor (ATP-synt_B)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00699	Urease beta subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22700	Diphosphomevalonate decarboxylase-like N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12340	Protein of unknown function (DUF3638)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF24105	CAF1B/HIR1 beta-propeller domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF24882	ORC2 WHD	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02779	Transketolase, pyrimidine binding domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF03477	ATP cone domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21127	ATG1-like, MIT domain 2	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08601	Transcription factor PAP1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07047	Optic atrophy 3 protein (OPA3)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF18403	Thioredoxin-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25421	Domain of unknown function (DUF7891)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10639	Putative transmembrane family 234	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03659	Glycosyl hydrolase family 71	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF21137	Protein arginine N-methyltransferase 3, C2H2 zinc finger domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03179	Vacuolar (H+)-ATPase G subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01758	Sodium Bile acid symporter family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00923	Transaldolase/Fructose-6-phosphate aldolase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF00926	3,4-dihydroxy-2-butanone 4-phosphate synthase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12634	Inheritance of peroxisomes protein 1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00011	Hsp20/alpha crystallin family	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF01503	Phosphoribosyl-ATP pyrophosphohydrolase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01184	GPR1/FUN34/yaaH family	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF05282	AAR2 C-terminal repeat region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00188	Cysteine-rich secretory protein family	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF02896	PEP-utilising enzyme, PEP-binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01655	Ribosomal protein L32	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23518	WW domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12348	CLASP N terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11522	Yeast phosphatidylinositol-4-OH kinase Pik1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02137	Adenosine-deaminase (editase) domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25133	TYW2 N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07743	HSCB C-terminal oligomerisation domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03221	Tc5 transposase DNA-binding domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF24465	Tri-helical domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23761	DDB1- and CUL4-associated factor 4 beta-propeller	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03542	Tuberin	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03850	Transcription factor Tfb4	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14572	Phosphoribosyl synthetase-associated domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF10366	Vacuolar sorting protein 39 domain 1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02656	Domain of unknown function (DUF202)	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF13967	Late exocytosis, associated with Golgi transport	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF07670	Nucleoside recognition	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10256	Golgin subfamily A member 7/ERF4 family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17137	Domain of unknown function (DUF5110)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25087	GMPPB C-terminal domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01451	Low molecular weight phosphotyrosine protein phosphatase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20938	DUF2264 C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08530	X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13805	Eisosome component PIL1	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF23076	PH domain found in tandem in fungal proteins	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13012	Maintenance of mitochondrial structure and function	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF04424	MINDY deubiquitinase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10444	Nbl1 / Borealin N terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08506	Cse1	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF09747	Coiled-coil domain containing protein 97-like, C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11732	Transcription- and export-related complex subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21710	Spt6, S1/OB domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05181	XPA protein C-terminus	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10645	Carbohydrate binding	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01940	Integral membrane protein DUF92	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09174	Maf1 regulator	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08649	DASH complex subunit Dad1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01025	GrpE	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24564	Domain of unknown function (DUF7605)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00294	pfkB family carbohydrate kinase	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF25078	Domain of unknown function (DUF7801)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11931	SF3a60/Prp9 C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04091	Exocyst complex subunit Sec15 C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23280	Fungal tetratrico peptide repeats	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22605	IBR domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12330	Haspin like kinase domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF15519	linker between RRM2 and RRM3 domains in RBM39 protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10415	Fumarase C C-terminus	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10382	DNA helicase ZGRF1-like, N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09736	Pre-mRNA-splicing factor of RES complex	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22706	Tex central region-like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12907	Zinc-binding	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25701	YTH1-like RRM domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00204	DNA gyrase B	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22606	Cdc6/ORC-like, ATPase lid domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03133	Tubulin-tyrosine ligase family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09011	HMG-box domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01105	emp24/gp25L/p24 family/GOLD	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF00324	Amino acid permease	Other	0	172	181	12	10809	10903	0.0000	1.0	1.0
PF08083	PROCN (NUC071) domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07926	TPR/MLP1/MLP2-like protein	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00675	Insulinase (Peptidase family M16)	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF16205	Ribosomal_S17 N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00042	Globin	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08642	Histone deacetylation protein Rxt3	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12867	DinB superfamily	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01687	Riboflavin kinase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF24064	GATOR1 complex protein NPRL3, C-terminal HTH	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21184	Fungal HAT1, C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01704	UTP--glucose-1-phosphate uridylyltransferase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24535	Domain of unknown function (DUF7598)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02799	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01702	Queuine tRNA-ribosyltransferase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF05222	Alanine dehydrogenase/PNT, N-terminal domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01992	ATP synthase (C/AC39) subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23394	Domain of unknown function (DUF7102)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09830	ATP adenylyltransferase C-terminal domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01928	CYTH domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01074	Glycosyl hydrolases family 38 N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12656	G-patch domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09430	ER membrane protein complex subunit 7, beta-sandwich domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02207	Putative zinc finger in N-recognin (UBR box)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03781	Sulfatase-modifying factor enzyme 1-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05837	Centromere protein H (CENP-H)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11470	TUG ubiquitin-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00590	Tetrapyrrole (Corrin/Porphyrin) Methylases	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF23037	Transcription elongation factor SPT5, KOWx domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00929	Exonuclease	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF01474	Class-II DAHP synthetase family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00235	Profilin	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04146	YT521-B-like domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF21153	NOL1/NOP2/Sun domain family member 5, N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02077	SURF4 family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09070	PFU (PLAA family ubiquitin binding)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11916	Vacuolar protein 14 C-terminal Fig4p binding	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02811	PHP domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06325	Ribosomal protein L11 methyltransferase (PrmA)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12895	Anaphase-promoting complex, cyclosome, subunit 3	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF18158	Adaptive response protein AidB N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21889	TPR1-like, CTLH-containing domain	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF19036	First Longin domain of FUZ, MON1 and HPS1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00795	Carbon-nitrogen hydrolase	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF10329	Region of unknown function (DUF2417)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00582	Universal stress protein family	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF19291	Trehalase-like, N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10363	Required for nuclear transport of RNA pol II C-terminus 1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02676	Methyltransferase TYW3	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13516	Leucine Rich repeat	NLR-associated	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF03398	Regulator of Vps4 activity in the MVB pathway	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02150	RNA polymerases M/15 Kd subunit	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF13432	Tetratricopeptide repeat	NLR-associated	0	172	181	12	10809	10903	0.0000	1.0	1.0
PF15891	Nucleoside 2-deoxyribosyltransferase like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08424	NRDE-2, necessary for RNA interference	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11942	Spt5 transcription elongation factor, acidic N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03765	CRAL/TRIO, N-terminal domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF00298	Ribosomal protein L11, RNA binding domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF04675	DNA ligase N terminus	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF06957	Coatomer (COPI) alpha subunit C-terminus	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12631	MnmE helical domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00651	BTB/POZ domain	Other	0	172	181	11	10809	10903	0.0000	1.0	1.0
PF15613	Williams-Beuren syndrome DDT (WSD), D-TOX E motif	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13616	PPIC-type PPIASE domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01894	Uncharacterised protein family UPF0047	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01172	Shwachman-Bodian-Diamond syndrome (SBDS) N-terminal domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF12273	Chitin synthesis regulation, resistance to Congo red	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08595	RXT2-like, N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24842	Ubiquitin fusion degradation protein UFD1, N-terminal subdomain 2	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08631	Meiosis protein SPO22/ZIP4 like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22456	PQQ synthase PqqF-like, C-terminal lobe domain 4	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00447	HSF-type DNA-binding	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF00133	tRNA synthetases class I (I, L, M and V)	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF01603	Protein phosphatase 2A regulatory B subunit (B56 family)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11927	Haem-dependent oxidative N-demethylase, alpha subunit-like	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF10417	C-terminal domain of 1-Cys peroxiredoxin	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17851	Beta xylosidase C-terminal Concanavalin A-like domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF17119	Mitochondrial protein up-regulated during meiosis	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16192	C-terminal four TMM region of protein-O-mannosyltransferase	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF24967	TR130 NTS domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12697	Alpha/beta hydrolase family	NLR-associated	0	172	181	11	10809	10903	0.0000	1.0	1.0
PF25808	LAA1-like, C-terminal TPR repeats	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04818	CID domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF01938	TRAM domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12734	Cysteine-rich TM module stress tolerance	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07491	Protein phosphatase inhibitor	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01833	IPT/TIG domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04081	DNA polymerase delta, subunit 4	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23187	UBX7 N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09696	Ctf8	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25299	ADA2 ZZ-type zing finger	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07393	Exocyst complex component Sec10-like, alpha-helical bundle	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF22037	PSD13 N-terminal repeats	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07539	U3 small nucleolar RNA-associated protein 20, N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22251	Vacuolar membrane protease, transmembrane domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04086	Signal recognition particle, alpha subunit, N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09405	CASC3/Barentsz eIF4AIII binding	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06479	Ribonuclease 2-5A	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09463	Opy2 protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00464	Serine hydroxymethyltransferase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF05970	PIF1-like helicase	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF00485	Phosphoribulokinase / Uridine kinase family	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF07774	ER membrane protein complex subunit 1, C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08610	Peroxisomal membrane protein (Pex16)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07510	GmrSD restriction endonucleases, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01026	TatD related DNase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF05546	She9 / Mdm33 family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03914	CBF/Mak21 family	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF00731	AIR carboxylase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08510	PIG-P	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04722	Ssu72-like protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04275	Phosphomevalonate kinase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06722	Erythromycin biosynthesis protein CIII-like, C-terminal domain	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF24993	Stalled ribosome sensor GCN1 N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11489	Altered inheritance of mitochondria protein 21	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04563	RNA polymerase beta subunit	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF23756	HPS5 beta propeller	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08743	Nse4 C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12513	ATP-dependent RNA helicase SUV3 C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16399	Intron-binding protein aquarius N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF18129	Xrn1 SH3-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01086	Clathrin light chain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09453	HIRA B motif	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05207	CSL zinc finger	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01379	Porphobilinogen deaminase, dipyromethane cofactor binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF15474	Meiotically up-regulated gene family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03795	YCII-related domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04733	Coatomer epsilon subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11500	Cut12 conserved domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02602	Uroporphyrinogen-III synthase HemD	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02260	FATC domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF01487	Type I 3-dehydroquinase	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF15892	BNR repeat-containing family member	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03306	Alpha-acetolactate decarboxylase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00459	Inositol monophosphatase family	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF12243	CTD kinase subunit gamma CTK3	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03932	CutC family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
